"latitude","longitude","stn","name"
"66.083","-162.75","701333","DEERING"
"67.733","-164.55","701486","NIVALINA"
"69.367","-152.133","701620","UMIAT"
"66","-153.7","701730","INDIAN MTN AFS AWOS"
"66.916","-151.509","701740","BETTLES FIELD"
"65.174","-152.107","701780","TANANA RALPH M CALHOUN MEM AP"
"66.567","-145.267","701940","FORT YUKON (AWOS)"
"64.513","-165.443","702000","NOME MUNICIPAL ARPT"
"64.7","-162.05","702031","MOSES POINT"
"63.317","-168.967","702060","NORTHEAST CAPE"
"63.883","-160.8","702070","UNALAKLEET (AWOS)"
"61.783","-166.033","702120","CAPE ROMANZOFF AWOS"
"60.786","-161.826","702190","BETHEL AIRPORT"
"64.733","-156.933","702220","GALENA A."
"62.953","-155.603","702310","MCGRATH ARPT"
"62.883","-155.967","702315","TATALINA LRRS"
"61.1","-155.567","702350","SPARREVOHN AFS"
"62.1","-152.75","702490","PUNTILLA"
"62.322","-150.092","702510","TALKEETNA STATE ARPT"
"60.58","-151.239","702590","KENAI MUNICIPAL AP"
"64.55","-149.083","702600","NENANA MUNI (AMOS)"
"64.817","-147.855","702610","FAIRBANKS INTL ARPT"
"64.833","-147.617","702615","WAINWRIGHT AAF"
"63.333","-149.133","702640","SUMMIT WSO AP"
"63.883","-149.017","702647","HEALY RIVER AIRPORT"
"64.65","-147.067","702650","FAIRBANKS/EIELSON A"
"63.995","-145.718","702670","BIG DELTA ALLEN AAF"
"61.267","-149.65","702700","FT. RICHARDSON/BRYA"
"62.16","-145.458","702710","GULKANA INTERMEDIATE FIELD"
"61.817","-147.55","702716","TAHNETA PASS"
"61.25","-149.8","702720","ANCHORAGE/ELMENDORF"
"61.183","-149.967","702725","LAKE HOOD SEAPLANE"
"61.175","-149.993","702730","ANCHORAGE INTL AP"
"61.217","-149.85","702735","MERRILL FIELD"
"61.6","-149.083","702740","PALMER MUNICIPAL"
"61.133","-146.35","702750","VALDEZ WSO"
"61.133","-146.25","702756","VALDEZ PIONEER FIEL"
"60.767","-148.683","702757","WHITTIER"
"70.333","-150.933","702758","DEADHORSE"
"7.333","134.483","702759","KOROR"
"60.117","-149.45","702770","SEWARD"
"62.961","-141.946","702910","NORTHWAY AIRPORT"
"63.383","-143.333","702923","TANACROSS"
"60.489","-145.451","702960","CORDOVA"
"60.083","-142.5","702980","YAKATAGA (CAPE)"
"58.65","-162.067","703050","CAPE NEWENHAM AFS"
"57.163","-170.22","703080","ST PAUL ISLAND ARPT"
"55.207","-162.722","703160","COLD BAY ARPT"
"55.317","-160.517","703165","SAND POINT"
"59.05","-158.517","703210","DILLINGHAM MUNI"
"58.684","-156.654","703260","KING SALMON ARPT"
"58.683","-156.683","703263","KING SALMON"
"56.95","-158.617","703330","PORT HEIDEN"
"59.753","-154.915","703400","ILIAMNA ARPT"
"59.647","-151.477","703410","HOMER ARPT"
"59.433","-146.333","703430","MIDDLETON ISL. AMOS"
"57.75","-152.492","703500","KODIAK AIRPORT"
"59.8","-144.6","703600","CAPE SAINT ELIAS"
"59.645","-151.478","703604","HOMER"
"59","-161.817","703605","PLATINUM"
"59.51","-139.628","703610","YAKUTAT STATE ARPT"
"59.46","-135.313","703620","SKAGWAY AIRPORT"
"59.233","-135.433","703625","HAINES BOAT HARBOR"
"59.245","-135.52","703626","HAINES"
"58.2","-136.633","703650","CAPE SPENCER"
"57.048","-135.36","703710","SITKA JAPONSKI AP"
"58.355","-134.575","703810","JUNEAU INT'L ARPT"
"56.35","-169.4","703835","ST GEORGE ISLAND"
"56.817","-132.967","703860","PETERSBURG"
"56.483","-132.367","703870","WRANGELL"
"56","-134.133","703880","CAPE DECISION(AMOS)"
"55.583","-133.083","703894","KLAWOCK"
"55.357","-131.712","703950","KETCHIKAN INTL AP"
"55.043","-131.57","703980","ANNETTE ISLAND AP"
"52.717","-174.1","704140","SHEMYA AFB"
"51.883","-176.65","704540","ADAK (NAS)"
"51.383","179.267","704545","AMCHITKA ISLAND"
"53.367","-167.9","704851","UMNAK (FORT GLEN)"
"53.9","-166.55","704890","DUTCH HARBOR"
"56","-160.517","704896","PORT MOLLER"
"51.1","-114.367","710347","CALGARY SPRINGBANK"
"55.683","-121.617","710348","CHETWYND"
"55.083","-59.183","710349","MAKKOVIK"
"64.7","-110.617","710356","EKATI"
"65.2","-123.433","710358","DELINE"
"65.283","-126.8","710430","NORMAN WELLS ARPT"
"60.167","-132.733","710450","TETSLIN (AUT)"
"72","-125.267","710510","SACHS HARBOUR(MAPS)"
"48.75","-86.333","710514","MARATHON"
"55.75","-120.183","710561","DAWSON CREEK"
"55.733","-120.183","710563","DAWSON CREEK"
"58.617","-117.167","710660","HIGH LEVEL AIRPORT"
"56.233","-117.433","710680","PEACE RIVER AIRPORT"
"55.283","-114.783","710690","SLAVE LAKE AIRPORT"
"76.233","-119.333","710720","MOULD BAY"
"58.383","-109.517","710730","CLUFF LAKE AUTO"
"58.183","-103.7","710750","COLLINS BAY"
"59.567","-108.483","710760","URANIUM CITY (AUT)"
"55.833","-108.433","710770","BUFFALO NARROWS (AU"
"55.833","-108.417","710774","BUFFALO NARROWS"
"56.867","-101.083","710780","LYNN LAKE AIRPORT"
"55.8","-97.867","710790","THOMPSON AIRPORT"
"68.767","-81.233","710810","HALL BEACH AIRPORT"
"62.817","-92.117","710830","RANKIN INLET"
"70.483","-68.517","710900","CYLDE AIRPORT"
"68.883","-75.133","710910","LONGSTAFF BLUFF"
"66.133","-65.7","710934","PANGNIRTUNG"
"66.65","-61.383","710940","CAPE DYER AIRPORT"
"72.7","-77.967","710950","POND INLET AIRPORT"
"67.55","-64.016","710964","QIKIQTARJUAQ"
"53.25","-131.817","711010","SANDSPIT AIRPORT"
"53.017","-122.5","711030","QUESNEL AIRPORT"
"52.183","-122.05","711040","WILLIAMS LAKE ARPT"
"50","-127.417","711054","SPRING ISLAND"
"49.083","-125.767","711060","TOFINO AIRPORT"
"51.933","-131.017","711070","CAPE SAINT JAMES"
"-11.533","43.267","711071","DATSAV3 VIRT STATION (COMOROS)"
"49.033","-122.367","711080","ABBOTSFORD"
"50.667","-127.367","711090","PORT HARDY AIRPORT"
"50.583","-126.933","711100","ALERT BAY"
"50.783","-128.433","711110","CAPE SCOTT LIGHT"
"48.917","-125.55","711120","AMPHITRITE POINT"
"49.367","-121.483","711140","HOPE"
"50.233","-119.283","711150","VERNON"
"54.417","-110.283","711200","COLD LAKE"
"53.667","-113.467","711210","EDMONTON NAMAO ALTA"
"51.2","-115.55","711220","BANFF (AUT)"
"53.317","-113.583","711230","EDMONTON INTL ARPT"
"53.667","-113.85","711233","EDMONTON VILLENEUVE"
"54.133","-108.517","711250","MEADOW LAKE AIRPORT"
"54.9","-109.967","711275","JIMMY LAKE AWOS"
"51.517","-109.167","711290","KINDERSLEY ARPT"
"51.467","-109.167","711294","KINDERSLEY ARPT"
"53.333","-104","711300","NIPAWIN AIRPORT"
"59.25","-105.833","711320","STONY RAPIDS ARPT"
"49.167","-105.983","711350","ROCKGLEN (AUT)"
"51.267","-102.467","711380","YORKTON"
"49.917","-99.95","711400","BRANDON"
"53.967","-97.833","711410","NORWAY HOUSE ARPT"
"51.75","-99.9","711430","BACHELORS ISLAND MA"
"53.85","-94.65","711450","ISLAND LAKE"
"53.55","-64.099","711820","CHURCHILL FALLS"
"50.233","-57.583","711850","DANIEL`S HARBOUR"
"49.133","-68.2","711870","BAIE COMEAU AIRPORT"
"48.767","-64.483","711880","GASPE AIRPORT"
"50.283","-64.15","711896","MINGAN"
"49.267","-54.883","711930","COMFORT COVE"
"47.617","-57.617","711940","BURGEO"
"47.867","-55.85","711950","SAINT ALBANS"
"48.667","-53.117","711960","BONAVISTA"
"47.567","-59.15","711970","PORT-AUX-BASQUES"
"49.3","-123.117","712010","VANCOUVER HARBOUR C"
"48.367","-123.75","712020","VICTORIA MARINE"
"48.367","-123.75","712023","VICTORIA MARINE"
"49.95","-119.367","712030","KELOWNA APT"
"49.95","-119.383","712035","KELOWNA APT"
"49.95","-125.267","712050","CAMPBELL RIVER"
"52.383","-126.583","712060","BELLA COOLA"
"52.383","-126.583","712063","BELLA COOLA ARPT"
"49.833","-124.5","712080","POWELL RIVER ARPT"
"49.817","-124.5","712085","POWELL RIVER ARPT"
"46.483","-84.5","712600","SAULT STE MARIE"
"46.483","-84.5","712603","SAULT STE MARIE"
"43.183","-79.167","712625","NIAGARA DISTRICT"
"43.167","-79.933","712630","HAMILTON AIRPORT"
"46.017","-73.817","712635","RAWDON"
"43.867","-79.367","712643","BUTTONVILLE MUNI"
"43.633","-79.4","712650","TORONTO ISLAND ARPT"
"50.283","-63.617","713130","HAVRE ST PIERRE"
"43.45","-80.383","713680","WATERLOO WELLINGTON"
"43.45","-80.383","713681","WATERLOO WELL"
"43.45","-80.383","713683","WATERLOO WELL"
"45.517","-73.417","713710","SAINT HUBERT ARPT"
"45.517","-73.417","713713","SAINT HUBERT ARPT"
"44.883","-63.517","713950","HALIFAX INTL ARPT"
"44.883","-63.517","713951","HALIFAX INTL"
"44.883","-63.517","713953","HALIFAX INTL ARPT"
"44.983","-64.917","713970","GREENWOOD"
"43.883","-60.55","713990","ROWAN GORILLA III"
"51.133","-106.583","714503","ELBOW (MARS)"
"54.017","-132.117","714724","MASSET AIRPORT"
"48.417","-123.333","714735","VICTORIA HARBOUR"
"51.15","-121.5","714740","CLINTON"
"49.25","-124.833","714755","BALLENAS IL AUTO8"
"57.25","-105.6","714880","KEY LAKE"
"65.767","-111.25","714963","LUPIN ARPT (SAWR)"
"42.85","-80.267","715270","SIMCOE"
"44.25","-79.917","715340","BORDEN"
"42.267","-82.967","715380","WINDSOR"
"48.817","-87.1","715590","TERRACE BAY A"
"43.933","-60","716000","SABLE ISLAND"
"44.633","-63.5","716010","SHEARWATER"
"44.533","-65.783","716013","DIGBY"
"43.833","-66.083","716030","YARMOUTH AIRPORT"
"46.817","-60.667","716040","NORTH MOUNTAIN CS"
"45.333","-65.883","716090","SAINT JOHN"
"45.433","-71.683","716100","SHERBROOKE AIRPORT"
"44.217","-76.6","716200","KINGSTON"
"44.117","-77.533","716210","TRENTON"
"43.033","-81.15","716230","LONDON"
"43.667","-79.633","716240","TORONTO PEARSON INT"
"43.167","-79.933","716246","HAMILTON AIRPORT"
"43.183","-79.183","716248","ST. CATHARINES ARPT"
"45.95","-77.317","716250","PETAWAWA"
"-11.533","43.267","716251","DATSAV3 VIRT STATION (COMOROS)"
"45.467","-73.75","716270","MONTREAL/DORVAL"
"45.517","-73.417","716275","SAINT HUBERT ARPT"
"45.667","-74.033","716278","MONTREAL INTL MIRAB"
"45.517","-75.55","716279","GATINEAU"
"45.317","-75.667","716280","OTTAWA INTL. ONT"
"44.233","-78.367","716290","PETERBOROUGH ARPT"
"44.233","-78.35","716293","DARLINGTON"
"44.967","-79.3","716300","MUSKOKA"
"43.983","-80.75","716310","MOUNT FOREST"
"44.75","-81.1","716330","WIARTON"
"42.983","-82.3","716340","SARNIA AIRPORT"
"43","-82.3","716341","SARNIA"
"43","-82.3","716344","SARNIA AIRPORT"
"47.817","-83.35","716420","CHAPLEAU A"
"45.867","-66.533","717000","FREDERICTON"
"45.833","-66.433","717010","GAGETOWN AIRPORT"
"46.433","-63.833","717020","SUMMERSIDE(CAN-MIL)"
"47.15","-67.833","717030","SAINT LEONARD ARPT"
"46.117","-64.683","717050","MONCTON"
"46.283","-63.117","717060","CHARLOTTETOWN ARPT"
"46.167","-60.05","717070","SYDNEY"
"46.8","-71.367","717080","JEAN LESAGE INTL A"
"47.417","-61.783","717090","ILES DE LA MADELEIN"
"47.383","-61.867","717094","ILES DE LA MADELEIN"
"47.983","-66.333","717110","CHARLO"
"46.783","-71.367","717140","JEAN LESAGE INTL"
"47.8","-69.55","717150","RIVIERE DU LOUP"
"46.9","-71.5","717160","VALCARTIER AIRPORT"
"47","-65.45","717170","MIRAMICHI A"
"47.617","-65.75","717173","BATHURST"
"48.6","-68.217","717180","MONT JOLI"
"46.05","-74.283","717200","STE AGATHE DES MONT"
"46.3","-76","717220","MANIWAKI"
"48.067","-77.783","717250","VAL DOR"
"48.2","-78.833","717255","ROUYN NORANDA"
"48.333","-71","717270","BAGOTVILLE A"
"48.517","-72.267","717280","ROBERVAL"
"46.617","-80.8","717300","SUDBURY"
"46.35","-79.433","717310","NORTH BAY"
"45.883","-82.567","717330","GORE BAY AIRPORT"
"46.35","-82.567","717334","ELLIOT LAKE MUNI"
"47.7","-79.85","717350","EARLTON"
"47.65","-83.35","717374","CHAPLEAU ARPT(SAWR)"
"46.483","-84.5","717375","SAULT STE MARIE"
"47.967","-84.783","717380","WAWA"
"48.567","-81.367","717390","TIMMINS"
"50.633","-97.05","717480","GIMLI CLIMATE"
"48.367","-89.317","717490","THUNDER BAY AIRPORT"
"48.8","-87.1","717493","TERRACE BAY"
"48.65","-123.433","717990","VICTORIA INT.AIRPOR"
"48.367","-123.75","717995","VICTORIA MARINE RAD"
"46.65","-53.067","718000","CAPE RACE"
"47.617","-52.733","718010","ST. JOHN`S"
"46.917","-55.383","718020","ST. LAWRENCE"
"-11.533","43.267","718021","DATSAV3 VIRT STATION (COMOROS)"
"48.933","-54.567","718030","GANDER INTL AIRPORT"
"46.767","-56.167","718050","SAINT-PIERRE"
"49.917","-55.667","718060","LA SCIE"
"47.3","-54","718070","ARGENTIA"
"51.45","-57.183","718080","BLANC SABLON"
"49.217","-57.4","718090","DEER LAKE"
"49.833","-64.3","718100","PORT MENIER"
"50.25","-63.6","718105","HAVRE ST PIERRE"
"50.217","-66.267","718110","SEPT-ILES"
"61.1","-94.067","718120","ARVIAT A"
"50.183","-61.817","718130","NATASHQUAN AIRPORT"
"50.183","-61.8","718134","NATASHQUAN AIRPORT"
"48.533","-58.55","718150","STEPHENVILLE"
"53.317","-60.417","718160","GOOSE BAY AIRPORT"
"52.3","-55.833","718170","MARY`S HARBOUR"
"52.25","-55.6","718171","BATTLE HARBOUR"
"52.3","-55.817","718173","MARY`S HARBOUR"
"53.7","-57.033","718180","CARTWRIGHT"
"51.367","-56.1","718190","ST. ANTHONY AIRPORT"
"55.083","-59.183","718193","MAKKOVIK AIRPORT"
"51.383","-56.083","718194","ST ANTHONY"
"49.767","-77.817","718210","MATAGAMI"
"-11.533","43.267","718211","DATSAV3 VIRT STATION (COMOROS)"
"49.767","-74.533","718220","CHIBOUGAMAU-CHAPAIS"
"53.75","-73.667","718230","LA GRANDE IV ARPT"
"51.95","-68.133","718241","GAGNON"
"52.933","-66.867","718250","WABUSH LAKE"
"66.15","-65.717","718260","PANGNIRTUNG"
"53.633","-77.7","718270","LA GRANDE RIVIERE"
"54.8","-66.817","718280","SCHEFFERVILLE ARPT"
"49.417","-82.467","718310","KAPUSKASING AIRPORT"
"49.783","-86.933","718340","GERALDTON"
"49.7","-86.95","718344","GERALDTON AIRPORT"
"51.267","-80.65","718355","MOOSONEE (SAWR)"
"51.267","-80.65","718360","MOOSONEE AIRPORT"
"51.283","-80.6","718365","MOOSONEE A"
"-11.533","43.267","718401","DATSAV3 VIRT STATION (COMOROS)"
"50.3","-89.033","718410","ARMSTRONG"
"50.117","-91.9","718420","SIOUX LOOKOUT ARPT"
"49.833","-92.733","718425","DRYDEN RGNL"
"53.817","-89.883","718440","BIG TROUT LAKE RDC"
"51.45","-90.2","718450","PICKLE LAKE UA"
"51.433","-90.2","718454","PICKLE LAKE AIRPORT"
"52.2","-87.95","718460","LANSDOWNE HOUSE"
"53.833","-89.867","718480","BIG TROUT LAKE"
"49.783","-94.367","718500","KENORA"
"49.9","-98.267","718510","PORTAGE SOUTHPORT A"
"49.9","-97.233","718520","WINNIPEG INT.AIRPOR"
"51.067","-93.8","718540","RED LAKE"
"51.1","-100.05","718550","DAUPHIN AIRPORT"
"50.617","-97.033","718560","GIMLI INDUSTRIAL"
"51.667","-98.75","718571","IDA (AUTO)"
"54.667","-101.683","718575","FLIN FLON"
"53.183","-99.267","718580","GRAND RAPIDS"
"52.35","-97.033","718590","BERENS RIVER"
"51.1","-114.367","718600","SPRINGBANK A"
"50.383","-102.683","718610","BROADVIEW"
"49.217","-102.967","718620","ESTEVAN AIRPORT"
"50.433","-104.667","718630","REGINA"
"50.333","-105.55","718640","MOOSE JAW"
"51.767","-104.2","718650","WYNYARD"
"52.167","-106.683","718660","SASKATOON"
"53.967","-101.1","718670","THE PAS AIRPORT"
"52.817","-102.317","718680","HUDSON BAY"
"53.217","-105.667","718690","PRINCE ALBERT ARPT"
"50.3","-107.683","718700","SWIFT CURRENT ARPT"
"53.317","-110.067","718710","LLOYDMINISTER"
"53.35","-110.833","718711","VERMILION"
"50.017","-110.717","718720","MEDICINE HAT ARPT"
"52.083","-111.45","718730","CORONATION"
"49.633","-112.8","718740","LETHBRIDGE"
"49.517","-114","718750","PINCHER CREEK"
"49.517","-114","718755","PINCHER CREEK"
"52.767","-108.25","718760","NORTH BATTLEFORD"
"51.117","-114.017","718770","CALGARY INTL"
"51.3","-116.967","718775","GOLDEN ARPT"
"51.1","-114.383","718776","CALGARY/SPRINGBANK"
"52.183","-113.9","718780","RED DEER"
"53.567","-113.517","718790","EDMONTON MUNICIPAL"
"49.75","-114.883","718794","SPARWOOD/ELK VALLEY"
"49.617","-115.783","718800","CRANBROOK"
"53.583","-116.467","718810","EDSON"
"53.083","-116.8","718814","COAL VALLEY"
"50.967","-118.183","718820","REVELSTOKE"
"52.133","-119.3","718830","BLUE RIVER"
"49.3","-117.633","718840","CASTLEGAR AIRPORT"
"49.467","-120.517","718860","PRINCETON ARPT"
"49.467","-120.517","718864","PRINCETON ARPT"
"50.7","-120.45","718870","KAMLOOPS AIRPORT"
"52.883","-118.067","718880","JASPER"
"49.467","-119.6","718890","PENTICTON"
"49.95","-119.383","718895","KELOWNA APT"
"49.05","-123.867","718900","NANAIMO AIRPORT"
"49.35","-124.167","718905","BALLENAS IL AUTO8"
"50.233","-121.583","718910","LYTTON"
"49.283","-121.233","718915","HOPE SLIDE"
"49.2","-123.167","718920","VANCOUVER INT. AIRP"
"49.3","-123.117","718925","VANCOUVER HARBOUR"
"49.717","-124.9","718930","COMOX"
"49.95","-125.267","718936","CAMPBELL RIVER"
"49.383","-126.55","718940","ESTEVAN POINT (AUT)"
"50.65","-128.05","718950","HOLBERG"
"50.917","-127.95","718951","BULL HARBOUR"
"53.883","-122.667","718960","PRINCE GEORGE"
"54.3","-130.433","718980","PRINCE RUPERT ARPT"
"54.25","-133.05","718990","LANGARA"
"55.45","-60.217","719000","HOPEDALE"
"55.333","-63.217","719010","BORDER"
"56.55","-61.683","719020","NAIN"
"61.083","-69.55","719041","CAPE HOPES ADVANCE"
"55.283","-77.75","719050","KUUJJUARAPIK ARPT"
"58.1","-68.417","719060","KUUJJUAQ AIRPORT"
"58.467","-78.083","719070","INUKJUAK"
"58.467","-78.083","719073","INUKJUAK ARPT(SAWR)"
"60.05","-77.283","719077","PUVIRNITUQ"
"63.117","-77.933","719081","NOTTINGHAM ISLAND"
"63.75","-68.55","719090","IQALUIT AIRPORT"
"64.233","-76.533","719100","CAPE DORSET AIRPORT"
"56.35","-94.7","719120","GILLAM"
"58.733","-94.05","719130","CHURCHILL AIRPORT"
"69.533","-93.567","719145","TALOYOAK"
"64.2","-83.367","719150","CORAL HARBOUR ARPT"
"68.633","-95.85","719156","GJOA HAVEN"
"73.217","-119.533","719160","THOMSEN RIVER"
"79.983","-85.933","719170","EUREKA"
"57.35","-107.133","719200","CREE LAKE (AWS)"
"55.15","-105.267","719220","LA RONGE AIRPORT"
"74.717","-94.983","719240","RESOLUTE AIRPORT"
"69.1","-105.133","719250","CAMBRIDGE BAY ARPT"
"64.3","-96.067","719260","BAKER LAKE AIRPORT"
"61.1","-94.067","719264","ARVIAT AIRPORT"
"64.3","-96","719265","BAKER LAKE AIRPORT"
"52.433","-114.917","719280","ROCKY MTN HOUSE"
"54.15","-115.783","719300","WHITECOURT ALTA"
"56.65","-111.217","719320","FORT MCMURRAY ARPT"
"58.767","-111.117","719330","FORT CHIPEWYAN ARPT"
"60.017","-111.967","719340","FORT SMITH AIRPORT"
"60.833","-115.767","719350","HAY RIVER AIRPORT"
"62.467","-114.45","719360","YELLOWKNIFE"
"67.817","-115.133","719380","KUGLUKTUK AIRPORT"
"-11.533","43.267","719390","DATSAV3 VIRT STATION (COMOROS)"
"55.183","-118.883","719400","GRANDE PRAIRIE"
"55.7","-121.633","719403","CHETWYND AIRPORT"
"56.233","-120.733","719430","FORT ST JOHN"
"55.3","-123.133","719440","MACKENZIE"
"58.833","-122.6","719450","FORT NELSON AIRPORT"
"61.767","-121.233","719460","FORT SIMPSON ARPT"
"70.167","-124.683","719480","CAPE PARRY AIRPORT"
"54.133","-115.783","719491","WHITCOURT"
"54.817","-127.183","719500","SMITHERS AIRPORT"
"54.467","-128.583","719510","TERRACE"
"60.117","-128.817","719530","WATSON LAKE AIRPORT"
"69.45","-133.017","719540","TUKTOYAKTUK"
"68.3","-133.483","719570","INUVIK AIRPORT"
"58.417","-130","719580","DEASE LAKE"
"69.45","-133","719590","TUKTOYAKTUK"
"69.433","-133.033","719595","TUKTOYAKTUK"
"60.7","-135.067","719640","WHITEHORSE AIRPORT"
"64.05","-139.133","719660","DAWSON AIRPORT"
"61.367","-139.05","719670","BURWASH (AUTO8)"
"61.367","-139.033","719674","BURWASH"
"69.583","-140.183","719690","KOMAKUK BEACH ARPT"
"42.55","-83.183","720113","TROY AIRPORT"
"32.232","-80.7","720120","HILTON HEAD(AWS)"
"41.433","-88.417","720137","MORRIS AIRPORT"
"41.017","-89.383","720141","LACON AIRPORT"
"30.383","-103.683","720151","ALPINE AIRPORT"
"37.183","-88.75","720170","METROPOLIS MANICIPA"
"34.55","-93.583","720172","MENA"
"45.417","-123.817","720202","TILAMOOK(AWS)"
"31.4","-84.883","720257","BLAKELY"
"46.617","-93.317","720258","MCGREGOR"
"35.217","-83.417","720259","FRANKLIN"
"33.167","-97.833","720261","BRIDGEPORT MUNI"
"40.05","-106.367","720262","KREMMLING"
"32.917","-85.967","720265","ALEXANDER CITY"
"41.267","-85.833","720266","WARSAW MUNICIPAL"
"30.967","-84.633","720268","BAINBRIDGE"
"28.967","-95.867","720273","BAY CITY"
"34.267","-78.717","720274","WHITEVILLE"
"41.733","-83.65","720275","LAMBERTVILLE"
"35.25","-81.6","720277","SHELBY"
"36.683","-77.467","720278","EMPORIA-GREENSVILLE"
"34.6","-78.583","720279","ELIZABETHTOWN"
"34.217","-99.283","720281","VERNON"
"36.017","-75.667","720282","KILL DEVIL HILLS"
"43.683","-92.183","720283","PRESTON"
"42.567","-84.817","720284","CHARLOTTE"
"32.45","-97.817","720286","GRANBURY"
"33.717","-96.667","720287","SHERMAN/DENNISON"
"36.367","-78.533","720288","OXFORD-HENDERSON"
"30.883","-94.033","720296","JASPER"
"31.867","-95.217","720298","JACKSONVILLE"
"32.45","-96.917","720299","MIDLOTHIAN/WAXAHATC"
"30.867","-96.617","720303","HEARNE"
"33.25","-97.583","720305","DECATUR"
"38.967","-94.367","720306","LEE`S SUMMIT"
"34.867","-86.55","720307","HUNTSVILLE"
"41.2","-96.117","720308","OMAHA/MILLARD"
"40.95","-91.517","720309","MT PLEASANT"
"35.617","-105.983","720313","PAMPA"
"31.783","-95.7","720314","PALESTINE"
"38.4","-77.45","720317","STAFFORD"
"33.1","-98.55","720318","GRAHAM"
"39.017","-87.65","720319","ROBINSON"
"32.35","-97.433","720320","CELBURNE"
"45.65","-84.517","720321","CHEBOYGAN"
"48.3","-116.55","720322","SANDPOINT"
"44.883","-91.867","720327","MENOMONIE AFLD"
"38.6","-87.717","720330","MOUNT CARMEL"
"44.617","-86.2","720340","FRANKFORT DOW MEMOR"
"44.333","-89.017","720343","WAUPACA MUNICIPAL"
"42.733","-95.55","720344","CHEROKEE MUNICIPAL"
"42.783","-109.8","720345","PINEDALE"
"33.6","-83.133","720347","GREENE COUNTY RGNL"
"33.15","-83.233","720348","BALDWIN COUNTY AP"
"41.233","-92.483","720351","OSKALOOSA MUNI"
"34.7","-99.333","720354","ALTUS"
"35.533","-98.933","720356","CLINTON MUNI"
"35.95","-96.767","720357","CUSHING MUNI"
"35.467","-98","720358","EL RENO MUNI"
"35.267","-96.683","720359","SEMINOLE MUNI"
"38.733","-80.65","720366","SUTTON BRAXTON CO"
"45.367","-94.75","720367","PAYNESVILLE MUNI"
"43.983","-95.783","720368","SLAYTON MUNI"
"43.75","-111.1","720369","DIGGS/REED MUNI"
"41.967","-85.6","720371","THREE RIVERS MUNI"
"34.217","-86.25","720376","ALBERTVILLE MUNI"
"30.283","-87.667","720381","JACK EDWARDS"
"28.35","-97.717","720391","BEEVILLE MUNI"
"31.05","-82.767","720392","HOMERVILLE"
"34.85","-102.333","720393","HEREFORD MUNI"
"39.217","-82.233","720397","OHIO UNIVERSITY SNY"
"44.033","-89.3","720398","WAUTOMA MUNI"
"52.8","173.167","720404","DATSAV3 VIRT STATION (UNITED STATES)"
"52.8","173.167","720408","DATSAV3 VIRT STATION (UNITED STATES)"
"44.467","-93.017","722003","STANTON"
"43.617","-96.217","722006","LUVERNE"
"43.45","-83.45","722007","CARO TUSCOLA AIRPORT"
"24.553","-81.754","722010","KEY WEST INTL ARPT"
"28.283","-81.433","722011","ORLANDO/KISSIMMEE"
"28.95","-81.85","722012","THE VILLAGES"
"28.467","-82.45","722014","BROOKSVILLE"
"24.583","-81.683","722015","KEY WEST NAS"
"24.733","-81.05","722016","MARATHON AIRPORT"
"25.824","-80.3","722020","MIAMI INTL AP"
"26.367","-80.1","722022","BOCA RATON"
"25.9","-80.283","722024","MIAMI/OPA LOCKA"
"26.072","-80.154","722025","FORT LAUDERDALE HOLLYWOOD INT"
"25.483","-80.383","722026","HOMESTEAD AFB"
"25.65","-80.433","722029","MIAMI/KENDALL-TAMIA"
"26.685","-80.099","722030","WEST PALM BEACH INTL ARPT"
"34.267","-86.85","722031","FOLSOM FLD"
"44.067","-93.55","722032","WASECA AIRPORT"
"44.75","-95.55","722033","GRANITE FALLS"
"26.917","-82","722034","PUNTA GORDA"
"26","-80.233","722037","HOLLYWOOD/N. PERRY"
"26.15","-81.767","722038","NAPLES MUNICIPAL"
"26.2","-80.167","722039","FORT LAUDERDALE"
"28.1","-80.65","722040","MELBOURNE REGIONAL"
"29.45","-90.267","722041","GALLIANO/LAFOURCHE"
"32.732","-95.5","722042","MINEOLA/QUITMAN"
"34.8","-96.667","722044","ADA"
"27.656","-80.418","722045","VERO BEACH MUNICIPAL ARPT"
"26.233","-80.1","722049","POMPANO BEACH"
"28.434","-81.325","722050","ORLANDO INTL ARPT"
"34.4","-96.15","722051","ATOKA"
"36.767","-98.667","722052","ALVA"
"28.55","-81.333","722053","ORLANDO/HERNDON"
"35.133","-90.233","722054","WEST MEMPHIS AIRPORT"
"29.167","-82.217","722055","OCALA MUNI (AWOS)"
"29.177","-81.06","722056","DAYTONA BEACH INTL AP"
"28.783","-81.233","722057","SANFORD/ORLANDO"
"42.683","-88.3","722059","BURLINGTON AIRPORT"
"30.494","-81.693","722060","JACKSONVILLE INTL ARPT"
"28.35","-82.617","722064","PORT RICHEY (ASOS)"
"30.233","-81.683","722065","JACKSONVILLE NAS"
"30.4","-81.417","722066","MAYPORT NS"
"30.217","-81.867","722067","CECIL FIELD"
"30.333","-81.517","722068","JACKSONVILLE/CRAIG"
"30.4","-86.467","722069","DESTIN FT. WALTON"
"32.119","-81.202","722070","SAVANNAH INTL AP"
"35.1","-97.967","722071","CHICKASHA"
"36.617","-87.417","722072","CLARKSVILLE"
"34.983","-78.367","722073","CLINTON"
"38.083","-88.117","722074","CARMI MUNICIPAL"
"41.933","-88.7","722075","DE KALB/AIRPORT"
"40.2","-87.6","722076","DANVILLE"
