"latitude","longitude","stn","name"
"56.917","23.967","264225","RIGA"
"56.533","27.267","264460","REZEKNE"
"56.35","30.617","264770","VELIKIE LUKI"
"56.267","32.083","264870","ZAPADNAYA DVINA"
"56.267","34.317","264980","RZEV"
"56.5","34.933","264990","STARITSA"
"55.967","21.1","265020","PALANGA"
"55.883","23.383","265021","SIAULIAI INTL"
"55.733","21.067","265090","KLAIPEDA"
"55.617","22.233","265180","LAUKUVA"
"55.933","23.317","265240","SIAULIAI"
"55.75","24.383","265290","PANEVEZYS"
"56.2","24.767","265310","BIRZAI"
"55.867","26.617","265440","DAUGAVPILS"
"55.817","27.95","265540","VERHNEDVINSK"
"55.85","32.95","265850","BELYJ"
"55.35","21.467","266000","SILUTE"
"55.383","23.117","266210","RASEINIAI"
"54.883","23.833","266290","KAUNAS"
"54.967","24.083","266295","KAUNAS INTL"
"55.533","25.6","266330","UTENA"
"55.05","26.317","266450","LYNTUPY"
"54.883","28.7","266590","LEPEL"
"55.167","30.217","266660","VITEBSK"
"55.167","34.4","266950","VJAZMA"
"-3.317","29.317","266970","DATSAV3 VIRT STATION (BURUNDI)"
"54.717","20.55","267020","KALININGRAD"
"54.633","22.783","267130","KYBARTAI"
"54.633","25.283","267300","VILNIUS"
"54.25","24.55","267370","VARENA"
"54.5","30.417","267630","ORSHA"
"54.75","32.067","267810","SMOLENSK"
"53.6","24.05","268250","GRODNO"
"53.85","25.317","268320","LIDA"
"53.933","27.633","268500","MINSK"
"53.95","30.067","268630","MOGILEV"
"53.933","32.833","268820","ROSLAVL"
"53.35","32.067","268870","KOSTUCKOVICHI"
"53.25","34.317","268980","BRJANSK"
"53.117","26","269410","BARANOVICHI"
"53.033","27.55","269510","SLUTSK"
"53.217","29.183","269610","BOBRUISK"
"52.583","33.767","269970","TRUBCEVSK"
"59.4","35.933","270080","BABAEVO"
"59.317","39.917","270370","VOLOGDA"
"59.883","42.75","270510","TOT`MA"
"59.533","45.467","270660","NIKOL`SK"
"59.85","48.283","270830","OPARINO"
"59.25","37.967","271130","CEREPOVEC"
"58.65","49.617","271960","KIROV"
"58.6","49.633","271990","KIROV"
"57.8","35.883","272080","MAKSATIKHA"
"57.8","36.7","272170","BEZECK"
"58.1","38.683","272250","RYBINSK"
"58.483","41.533","272420","BUJ"
"58.35","43.383","272520","NIKOLO-POLOMA"
"58.367","45.533","272710","SAR`JA"
"57.2","39.417","273290","ROSTOV"
"57.333","43.117","273550","JUR`EVEC"
"57.133","45.167","273690","KRASNYE BAKI"
"57.667","46.633","273730","SAKUN`JA"
"57.55","49.95","273930","NOLINSK"
"56.9","35.883","274020","TVER"
"56.267","44","274590","NIZNIJ NOVGOROD"
"56.333","46.583","274790","KOZ`MODEM`JANSK"
"55.967","37.417","275155","SHEREMETYEVO"
"55.583","37.25","275185","VNUKOVO"
"55.65","39.567","275195","RYZAN/DYAGILEVO"
"56.117","40.35","275320","VLADIMIR"
"56.217","43.817","275530","GOR'KIJ"
"55.6","49.283","275950","KAZAN`"
"55.567","52.083","276070","BEGISHEVO"
"55.833","37.617","276120","MOSKVA"
"54.95","41.767","276480","ELAT`MA"
"55.033","44.5","276650","LUKOJANOV"
"54.817","46.583","276790","ALATYR`"
"54.567","36.4","277030","KALUGA"
"54.1","35.583","277070","SUHINICI"
"54.233","37.617","277190","TULA"
"54.633","39.7","277300","RJAZAN`"
"54.617","39.717","277310","RJAZAN'"
"54.317","48.333","277860","ULYANOVSK"
"53.783","39.25","278230","PAVELEC"
"53.717","40.117","278350","RJAZSK"
"53.483","42.633","278570","ZAMETCINO"
"52.933","36","279060","OREL"
"52.633","38.517","279280","ELEC"
"52.8","41.333","279470","TAMBOV"
"53.117","45.017","279620","PENZA"
"53.183","48.4","279830","SYZRAN`"
"59.367","52.217","280090","KIRS"
"59.6","60.533","280440","SEROV"
"59.433","62.333","280490","GARI"
"59.617","65.717","280640","LEUSI"
"59.667","67.417","280660","KONDINSKOJE"
"59.6","69.283","280760","DEMJANSKOE"
"59.467","73.367","280970","USANOVY"
"58.983","54.65","281160","KUDYMKAR"
"59.033","57.567","281310","KIZEL"
"58.867","60.783","281440","VERHOTUR`E"
"59.15","68.917","281720","UVAT"
"58.133","52.583","282140","GLAZOV"
"58.083","54.683","282160","VERESCAGINO"
"58.017","56.3","282240","PERM"
"57.95","56.2","282250","PERM"
"57.883","60.067","282400","NIZHNYJ TAGIL"
"58.05","63.683","282550","TURINSK"
"58.15","68.25","282750","TOBOLSK"
"57.917","69.033","282780","VAGAY RIVER"
"57.083","54.75","283190","NOZOVKA"
"57.717","55.383","283210","OHANSK"
"57.35","58.217","283340","SAMARY"
"57.433","67.083","283660","JARKOVO"
"57.117","65.433","283670","TJUMEN"
"57.717","57.683","283820","UST-ISIM"
"57.517","72.4","283830","TEVRIZ"
"57.367","74.75","283960","VASISS-IN-OM"
"56.833","53.45","284110","IZHEVSK"
"56.267","54.9","284190","JANAUL"
"56.5","56.133","284280","CERNUSKA"
"56.65","57.783","284340","KRASNOUFIMSK"
"56.833","60.633","284400","EKATERINBURG"
"56.85","62.717","284510","KAMYSLOV"
"56.683","66.35","284650","JALTUROVOSK"
"56.483","67.3","284690","VAGAJ"
"56.817","70.617","284810","VIKULOVO"
"56.933","72.667","284910","BOL`SIE-UKI"
"56.9","74.383","284930","TARA"
"56.167","92.517","284935","YEMELYANOVO"
"56.45","73.65","284980","KOLOSOVKA"
"55.767","52.067","285060","ELABUGA"
"56.083","56.583","285220","ASKINO"
"55.7","57.9","285370","DUVAN"
"56.083","60.3","285410","VERHNIJ UFALEJ"
"56.067","63.65","285520","SADRINSK"
"56.1","69.433","285730","ISIM"
"55.867","72.2","285860","TJUKALINSK"
"55.567","71.367","285880","NAZYVOEVSK"
"56.1","74.633","285930","BOLSHERECHE"
"55.6","73.483","285980","SARGATSKOE"
"55.183","53.8","286150","BAKALY"
"55.417","55.533","286210","BIRSK"
"55","57.983","286370","KROPACEVO"
"55.3","61.533","286420","CHELJABINSK-BALANDI"
"55.233","63.317","286550","SUMIHA"
"55.467","65.4","286610","KURGAN"
"55.25","67.3","286660","MAKUSINO"
"54.833","69.15","286790","PETROPAVLOVSK"
"54.9","71.25","286880","ISILKUL"
"55.033","74.583","286960","KALACINSK"
"55.017","73.383","286980","OMSK"
"54.583","52.8","287110","BUGULMA"
"54.717","55.833","287220","UFA"
"54.083","61.617","287480","TROIZK"
"54.467","64.867","287560","ZVERINOGOLOVSKAJA"
"54.367","66.967","287660","BLACOVESCHENKA"
"54.433","70.917","287850","VOZVISHEN SOVKHOZ"
"53.733","91.383","287854","ABAKAN"
"54.367","71.75","287860","POLTAVKA"
"54.633","72.433","287910","SERBAKUL"
"54.2","72.967","287970","ODESSKOE"
"54.2","73.55","287980","PAVLOGRADKA"
"54.167","74.8","287990","CERLAK"
"53.25","50.45","288070","SAMARA (SNYSLJAEVKA"
"53.583","56","288250","STERLITAMAK"
"53.35","59.083","288380","MAGNITOGORSK"
"53.317","65.55","288670","URICKY"
"53.317","68.1","288770","VOLODARSKOE"
"53.283","69.383","288790","KOKSHETAY"
"53.783","73.883","288950","RUSSKAJA POLIANA"
"53.25","50.45","289000","SAMARA"
"52.817","52.217","289090","BUZULUK"
"52.95","55.967","289250","MELEUZ"
"53.217","63.617","289520","KUSTANAI"
"52.683","62.6","289570","TOBOL"
"52.533","68.75","289780","BALKASINO"
"52.95","70.217","289840","SUCINSK"
"59.85","81.95","290230","NAPAS"
"59.067","76.733","291030","KATYLGA"
"59.217","78.233","291110","SREDNY VASJUGAN"
"59.05","80.95","291220","KARGASOK"
"58.7","81.5","291280","PARABEL`"
"58.633","86.717","291490","MAKSIMKIN JAR"
"58.45","76.417","292030","KUNTIKI"
"57.783","77.283","292090","MAJSK"
"58.317","82.95","292310","KOLPASEVO"
"58.383","84.6","292410","PALOCKA"
"57.75","85.2","292470","BATURINO"
"58.45","92.15","292630","ENISEJSK"
"58.083","93","292740","STRELKA"
"58.383","97.45","292820","BOGUCANY"
"57.533","79.367","293130","PUDINO"
"57.083","81.917","293280","BAKCHAR"
"57.583","83.783","293320","MOLCHANOVO"
"57.067","86.217","293480","PERVOMAJSKOE"
"57.45","88.467","293550","TUTALO-CULYM RIVER"
"57.367","89.317","293560","CHINDAT-IN-KRASNOY"
"57.633","92.267","293630","PIROVSKOE"
"57.133","90.7","293670","BIRILIUSSY"
"56.95","75.3","294010","SEDELNIKOVO"
"56.6","76.567","294050","KYSTOVKA"
"56.35","78.35","294180","SEVERNOE"
"56.5","84.917","294300","TOMSK"
"56.533","89.317","294560","TJUHTET"
"56.283","90.5","294670","ACINSK"
"56.9","93.133","294710","BOLSHAJA MURTA"
"56.5","93.283","294770","SUHOBUZIMSKOE"
"56.85","95.217","294810","DZERZHINSKOE"
"56.767","96.8","294830","DOLGIY MOST"
"55.85","80.033","295240","KRESCHENKA"
"56.25","84","295320","KOZEVNIKOVO"
"55.983","82.7","295340","PIHTOVKA"
"55.667","84.4","295390","BOLOTNOE"
"56.117","86","295400","ANZERO-SUDZENSK"
"56.067","85.617","295410","TAJGA"
"56.217","87.75","295510","MARIINSK"
"56.233","89.583","295530","BOGOTOL"
"55.75","88.317","295570","TISUL"
"56.1","91.667","295620","KEMCHUG"
"55.783","90.133","295670","KRUTOYARSKIY"
"56.033","92.75","295700","KRASNOJARSK OPYTNOE"
"56","92.883","295740","KRASNOJARSK"
"55.8","94.333","295760","UJAR"
"55.717","93.733","295780","SALINSKOE"
"56.2","95.633","295810","KANSK"
"56.117","97.317","295830","KLYUCHI-IN-KRASNOY"
"55.95","98","295940","TAJSHET"
"55.283","76.6","296020","CHANY"
"55.2","75.967","296050","TATARSK"
"55.333","78.367","296120","BARABINSK"
"55.3","79.617","296130","UBINSKOE"
"55.1","80.967","296250","CULYM"
"55.033","82.183","296260","KOCENEVO"
"55.3","82.75","296310","KOLYVAN"
"55.083","82.9","296340","NOVOSIBIRSK"
"55.233","84.4","296360","TOGUCHIN"
"54.9","82.95","296380","OGRTSOVO"
"55.233","86.117","296420","KEMEROVO"
"55.3","89.817","296530","UZUR"
"55.217","87.65","296540","CENTRALNYJ RUDNIK"
"55.25","94.883","296760","AGINSKOE"
"54.883","99.033","296980","NIZHNEUDINSK"
"54.667","75.1","297010","LJUBIMOVKA"
"54.367","77.283","297060","KUPINO"
"54.7","78.667","297120","ZDVINSK"
"54.667","81.05","297220","UZANIHA"
"54.3","80.5","297240","KOCHKI"
"54.367","81.95","297260","ORDYNSKOE"
"54.3","83.383","297350","POSEVNAJA"
"54.333","84.217","297360","MASLJANINO"
"54.333","86","297450","GURJEVSK"
"54.5","89.933","297560","SIRA"
"54.367","92.133","297660","IDRINSKOE"
"53.35","75.45","298070","IRTYSHSK"
"53.967","79.233","298130","KRASNOOZERSK"
"53.7","78.067","298140","KARASUK"
"53.817","81.267","298220","KAMEN-NA-OBI"
"53.267","80.767","298270","BAEVO"
"53.4","82.6","298370","SELABOLIHA"
"53.433","83.517","298380","BARNAUL"
"53.817","86.883","298460","NOVOKUZNETSK"
"53.467","85.917","298480","TOGUL"
"53.683","88.05","298540","MEZDURECENSK"
"53.717","90.367","298640","UYBAT"
"53.75","91.4","298650","ABAKAN"
"53.3","92.417","298690","ERMAKOVSKOE"
"53.883","92.667","298700","KURAGINO"
"53.95","98.817","298920","HADAMA"
"52.967","78.65","299150","SLAVGOROD"
"53.067","82.3","299230","REBRIHA"
"52.833","80.95","299250","ZAVYALOVO-IN-ALTAY"
"52.517","82.767","299370","ALEJSKAJA"
"52.683","84.95","299390","BIJSK ZONALNAJA"
"52.8","89.917","299560","TASTYP"
"52.883","93.017","299740","OLEN`JA RECKA"
"52.5","99.817","299990","ORLIK (MTN STN)"
"59.283","106.167","300280","IKA"
"59.45","112.583","300540","VITIM"
"59.9","117.583","300740","MACA"
"58.2","102.75","301170","UST-ILIMSK"
"58.317","112.867","301570","MAMA"
"56.283","101.75","303090","BRATSK"
"56.867","105.7","303200","UST-KUT"
"56.9","118.267","303720","CHARA"
"56.833","124.867","303930","CULMAN"
"55.383","101.033","304050","TANGUJ"
"55.783","109.55","304330","NIZHNEANGARSK"
"55.117","109.75","304390","TOMPA"
"55.967","124.883","304930","NAGORNYJ"
"55.183","124.667","304990","TYNDA"
"54.6","100.633","305040","TULUN"
"54.183","100.083","305070","IKEJ"
"54.35","109.517","305360","DAVSA"
"54.467","113.583","305540","BAGDARIN"
"53.933","102.05","306030","ZIMA"
"54","103.067","306120","BALAGANSK"
"53.167","103.083","306170","CEREMHOVO"
"53.133","103.767","306180","BOHAN"
"53.1","105.533","306270","BAJANDAJ"
"53.417","109.017","306350","UST-BARGUZIN"
"53.617","109.633","306360","BARGUZIN"
"53.2","107.333","306370","HUZIR"
"53.067","117.483","306690","ZILOVO"
"53.967","121.933","306830","EROFEJ PAVLOVIC"
"53.467","122.4","306860","IGNASINO"
"54","123.967","306920","SKOVORODINO"
"53.467","123.9","306950","DZALINDA"
"52.967","101.983","307030","INGA"
"52.267","104.317","307100","IRKUTSK"
"52.817","104.767","307130","USTORDYNSKIJ"
"52.567","107.133","307260","SUHAJA"
"52.033","105.4","307270","BOLSOJE-GOLOUSTNOJ"
"52.05","106.65","307290","KABANSK"
"52.983","108.283","307310","GORJACINSK"
"52.167","109.783","307390","HORINSK"
"52.767","109.967","307410","ZAMOKTA"
"52.533","111.55","307450","SOSNOVO-OZERSKOE"
"52.083","113.483","307580","CHITA"
"52.233","117.7","307770","SRETENSK"
"52.267","104.4","307910","IRKUTSK"
"51.683","100.983","308020","MONDY"
"51.65","103.667","308120","SLJUDJANKA"
"51.733","103.7","308140","KULTUK"
"51.167","103.667","308180","UNKNOWN"
"51.717","105.85","308220","BABUSKIN"
"51.833","107.6","308230","ULAN-UDE"
"51.567","105.117","308240","TANHOJ"
"51.1","106.65","308290","NOVOSELENGINSK"
"51.317","108.867","308380","PETROVSKIJ ZAVOD"
"51.733","112","308430","MOGZON"
"51.35","110.467","308440","HILOK"
"51.35","112.467","308460","ULETY"
"51.05","111.767","308490","NIKOLAJEVSKOE"
"51.2","113.717","308580","KUROT-DARASUA"
"51.1","114.517","308590","AGINSKOE"
"51.867","116.033","308620","SHILKA"
"51.317","119.617","308790","NERCHINSKIJ ZAVOD"
"50.517","104.833","309160","TOREJ"
"50.633","105.317","309240","PETROPAVLOVKA"
"50.267","113.267","309570","AKSA"
"50.95","115.583","309610","OLOVJANNAJA"
"50.4","116.517","309650","BORZJA"
"49.9","115.75","309670","SOLOVEVSK"
"49.733","117.267","309690","MATSIYEVSKAYA"
"50.917","117.933","309710","ALEKSANDROVSKIJ ZAV"
"50.4","119.067","309750","PRIARGUNSK"
"49.833","118.383","309780","KAJLASTUJ"
"58.617","125.367","310040","ALDAN"
"58.95","126.3","310050","TOMMOT"
"59.4","144.8","310860","INYA-IN-KHABAROV"
"58.8","141.667","310870","ULJA"
"59.367","143.2","310880","OHOTSK"
"59.667","150.133","310930","UST-ARMAN"
"59.567","149.117","310960","MYS GORBEYA"
"59.183","146.333","310970","USKI"
"57.667","136.15","311520","NELKAN"
"57.767","140.183","311630","ENKAN"
"56.45","138.15","311680","AJAN"
"55.65","136.75","311730","CAPE UKOY"
"54.833","137.533","311740","BOLSOJ SANTAR"
"55.483","134.333","312350","JANA"
"54.717","128.933","312530","BOMNAK"
"54.333","127.633","312570","DAMBUKI"
"54.733","130.449","312630","LOKSAK"
"54.533","134.417","312850","UDSKOJE"
"54.717","135.317","312860","CUMIKAN"
"53.467","125.817","312950","MAGDAGACI"
"53.7","127.3","313000","ZEJA"
"53.967","129.067","313110","OGORON"
"53.067","132.983","313290","EKIMCHAN"
"53.85","136.867","313460","TUGUR"
"53.05","136.033","313480","BURUKAN"
"54.283","139.783","313620","ALEKSANDRA"
"53.15","140.7","313690","NIKOLAEVSK-NA-AMURE"
"52.783","126","313710","CHERNJAEVO"
"52.35","129.917","313880","NORSK"
"52.417","136.5","314160","IM POLINY OSIPENKO"
"52.283","135.8","314180","VESELAJA GORKA"
"52.167","139.067","314370","SOMNITELNIJ-PRIISK"
"52.383","140.467","314390","BOGORODSKOE"
"51.983","127.65","314420","SIMANOVSK"
"51.45","128.116","314450","SVOBODNYJ"
"52.267","133.983","314780","SOFIJSKIJ PRIISK"
"51.417","135.083","314840","HULARIN"
"51.2","136.8","314890","GORIN"
"51.35","139.1","315040","SUHANOVKA"
"50.25","127.567","315100","BLAGOVESCENSK"
"50.917","128.467","315130","BELOGORSK"
"50.783","129.333","315210","BRATOLJUBOVKA"
"50.117","129.467","315270","ZAVITAJA"
"50.6","137.033","315610","KOMSOMOLSK-ON-AMUR"
"50.933","138.2","315620","NIZNETAMBOVSKOE"
"50.733","140.433","315730","SIZEMAN"
"49.617","128.65","315870","POJARKOVO"
"49.417","130.083","315940","ARHARA"
"49.4","133.233","316240","URMI"
"49.933","134.633","316320","KUR"
"49.9","136.15","316510","BOLON"
"49.45","136.567","316550","TROICKOE"
"49.017","138.75","316770","SOLEKUL"
"49","131.083","317020","OBLUCE"
"48.517","130.733","317050","DICHUN"
"47.733","130.967","317070","EKATERINO-NIKOLSKOE"
"47.95","132.617","317100","LENINSKOE"
"48.733","132.95","317130","BIROBIDZHAN"
"48.617","133.833","317250","SMIDOVICH"
"48.517","135.167","317350","HABAROVSK"
"48.967","140.3","317700","SOVETSKAYA GAVAN"
"47.55","134.817","317860","VJAZEMSKAJA"
"47.967","139.533","318230","GROSSEVICHI"
"47.6","138.4","318250","AGZU"
"47.317","138.983","318290","ZOLOTOJ"
"46.8","134.267","318320","BIKIN"
"46.533","135.317","318450","KRASNYJ JAR"
"46.533","138.333","318660","SOSUNOVO"
"46.033","137.883","318690","KHUCIN"
"45.867","133.733","318730","DALNERECHENSK"
"45.083","133.533","318780","KIROVSKIJ"
"45.883","134.967","318830","VOSTRETSOVO/KARTON"
"45.267","135.5","318950","UST-KOLUMBE"
"45","136.6","319090","TERNEJ"
"45.217","131.983","319130","TURIJ ROG"
"44.4","131.383","319150","POGRANICHNYJ"
"44.033","131.317","319170","POLTAVKA"
"44.717","132.067","319210","ASTRAHANKA"
"44.15","133.867","319390","CUGUEVKA"
"44.75","134.467","319420","ZURAVLEVKA"
"44.7","134.7","319430","ZAVETNOJE"
"44.367","135.85","319590","RUDNAJA PRISTAN"
"43.117","131.933","319600","VLADIVOSTOK"
"42.65","130.8","319690","POSET"
"43.967","133.067","319810","ANUCINO"
"69.3","87.317","319811","ALYKEL"
"43.15","133.017","319870","PARTIZANSK"
"42.9","133.9","319890","PREOBRAZHENIE"
"43.983","134.683","319930","FURMANOVO-IN-PRIMOR"
"53.25","141.917","320040","RYBNOVSK"
"53.567","142.933","320100","OHA"
"54.417","142.717","320120","MYS YELIZAVETY"
"53.567","142.75","320130","KAJGAN"
"52.217","141.633","320270","POGIBI"
"52.367","143.183","320360","CAJVO"
"51.917","143.133","320530","NOGLIKI"
"51.1","143.55","320590","KONGI"
"50.9","142.167","320610","ALEKSANDROVSK-SAHAL"
"50.05","142.167","320690","PILVO"
"50.4","143.767","320760","POGRANICHNOE"
"49.067","142.033","320880","UGLEGORSK"
"49.217","143.1","320980","PORONAJSK"
"48.65","144.733","320990","MYS TERPENIYA"
"47.983","142.2","321210","ILYINSKIY"
"47.05","142.05","321280","HOLMSK"
"47.333","142.8","321330","DOLINSK"
"46.667","141.867","321450","NEVELSK"
"46.95","142.717","321500","JUZHNO-SAHALINSK"
"46.633","142.85","321560","KORSAKOV"
"46.217","143.45","321580","JUZNOJE (LGT-H)"
"44.017","145.867","321650","JUZHNO-KURILSK"
"45.233","147.883","321740","KURILSK"
"46.2","150.5","321860","URUP"
"46.85","151.867","321950","SIMUSIR"
"48.067","153.217","322070","MATUA"
"50.867","156.667","322130","CAPE LOPATKA"
"50.683","156.133","322150","SEVERO-KURILSK"
"50.017","155.4","322170","CAPE VASILEVA"
"58.5","159.167","322520","UST-VOJAMPOLKA"
"57.167","156.6","322850","PTICHIY ISLAND"
"57.083","156.7","322870","UST-HAJRJUZOVO"
"57.717","163.317","323330","CAPE OZERNOY"
"55.933","158.717","323630","ESSO-IN-KAMCHAT"
"56.317","160.833","323890","KLJUCHI"
"56.217","162.467","324080","UST-KAMCHATSK"
"56.167","163.317","324090","CAPE AFRIKA"
"55.583","155.583","324110","ICA"
"54.3","155.933","324770","SOBOLEVO"
"54.117","159.983","325090","SEMJACHIK"
"54.6","161.167","325190","STOROZ BAY"
"59.15","68.917","325240","DATSAV3 VIRT STATION (FORMER USSR (ASIA))"
"53.083","158.583","325400","PETROPAVLOVSK-KAMCH"
"53.1","160.033","325590","CAPE SHIPUNSKIY"
"52.667","156.233","325640","OKTIABRSKAYA"
"52.933","157.15","325710","APACHA-IN-KAMCHAT"
"52.983","158.65","325830","PETROPAVLOVSK-KAMCH"
"52.367","158.567","325860","CAPE POVOROTNIY"
"51.483","156.483","325940","OZERNAJA"
"51.783","158.033","325960","HODUTKA"
"59.15","68.917","326110","DATSAV3 VIRT STATION (FORMER USSR (ASIA))"
"55.2","165.983","326180","NIKOLSKOE"
"48.417","39.367","330001","LUHANSK"
"48.067","37.733","330002","DONETSK"
"48.033","33.2","330003","LOZUVATKA"
"48.533","34.667","330004","DNIPROPETROVSK"
"48.883","24.683","330005","IVANO FRANKIVSK"
"52.117","23.683","330080","BREST"
"52.117","26.117","330190","PINSK"
"52.217","27.867","330270","ZHITCKOVICHI"
"51.95","29.167","330360","MOZYR"
"52.4","30.95","330410","GOMEL"
"52.183","32.583","330490","SEMENOVKA"
"51.283","26.617","330880","SARNY"
"51.467","31.25","331350","CHERNIHIV"
"50.833","24.317","331770","VOLODYMYR-VOLYNSKYI"
"51.05","31.9","332460","NIZHYN"
"51.233","33.2","332610","KONOTOP"
"50.85","34.667","332750","SUMY"
"50.583","26.133","333010","RIVNE"
"48.633","22.267","333011","UZHHOROD"
"47.05","31.917","333012","MYKOLAIV"
"50.167","27.033","333170","SHEPETIVKA"
"50.233","28.733","333250","ZHYTOMYR"
"50.4","30.567","333450","KYIV"
"50.6","30.2","333451","HOSTOMEL"
"50.35","30.917","333460","KIEV/BORISPOL"
"50.333","30.967","333470","BORYSPIL"
"50.217","31.8","333560","YAHOTYN"
"50","33.017","333770","LUBNY"
"49.817","23.95","333930","LVIV"
"48.25","25.983","333931","CHERNIVTSI"
"49.533","25.667","334150","TERNOPIL"
"49.433","26.983","334290","KHMELNYTSKYI"
"49.667","31","334660","MYRONIVKA"
"49.6","34.55","335060","POLTAVA"
"48.967","24.7","335260","IVANO-FRANKIVSK"
"49.233","28.6","335620","VINNYTSIA"
"48.767","30.233","335870","UMAN"
"49.05","33.25","336140","SVITLOVODSK"
"49.033","33.433","336150","KREMENCUG"
"49.15","34.2","336210","KOBELIAKY"
"48.633","22.267","336310","UZHHOROD"
"48.367","25.9","336580","CHERNIVTSI"
"48.45","27.783","336630","MOHYLIV-PODILSKYI"
"48.517","32.2","337110","KIROVOHRAD"
"47.783","27.95","337450","BEL`CY"
"47.85","30.267","337610","LIUBASHIVKA"
"47.567","31.333","337770","VOZNESENSK"
"48.033","33.217","337910","KRYVYI RIH"
"47.017","28.983","338150","KISINEV"
"46.433","30.767","338370","ODESA"
"46.917","28.933","338387","CHISINAU"
"46.783","33.367","338690","NOVA KAKHOVKA"
"46.3","28.633","338830","KOMRAT"
"45.367","28.85","338890","IZMAIL"
"46.633","32.567","339020","KHERSON"
"46.167","34.817","339100","HENICHESK"
"45.517","32.7","339240","CHORNOMORSKE"
"44.683","34.133","339460","SIMFEROPOL"
"45.033","35.383","339760","FEODOSIIA"
"45.4","36.417","339830","KERCH"
"44.483","34.167","339900","YALTA"
"51.767","36.167","340090","KURSK"
"51.833","41.483","340470","ZERDEVKA"
"51.3","37.883","341160","STARYJ OSKOL"
"51.65","39.25","341220","VORONEZ"
"51.7","39.217","341230","VORONEZ"
"51.55","43.15","341520","BALASOV"
"51.567","46.033","341720","SARATOV"
"51.367","48.3","341860","ERSOV"
"50.8","42","342400","URJUPINSK"
"50.417","41.05","342470","KALAC"
"50.833","44.567","342620","RUDNYA"
"49.967","36.133","343000","KHARKIV"
"50.2","35.533","343020","BOHODUKHIV"
"50.217","38.1","343210","VALUJKI"
"49.933","40.567","343360","BOGUCAR"
"49.567","42.75","343570","SERAFIMOVIC"
"50.067","45.367","343630","KAMYSIN"
"50.15","48.55","343910","ALEKSANDROV-GAJ"
"49.667","49.483","343980","ZHALPAKTAL"
"49.183","37.3","344150","IZIUM"
"48.95","49.6","344990","NOVAJA KAZANKA"
"48.6","34.967","345040","DNIPROPETROVSK"
"48.067","37.767","345190","DONETSK"
"48.567","39.25","345230","LUHANSK"
"48.35","41.867","345450","MOROZOVSK"
"48.783","44.367","345600","VOLGOGRAD"
"48.217","46.733","345790","VERHNIJ BASKUNCAK"
"48.767","47.433","345810","URDA"
"47.8","35.017","346010","ZAPORIZHZHIA"
"47.267","35.333","346070","PRYSHYB"
"47.333","36.333","346090","KYRYLIVKA"
"47.633","43.15","346550","KOTEL`NIKOVO"
"47.9","48.8","346910","NOVYJ USHTOGAN"
"47.033","37.5","347120","MARIUPOL"
"46.75","36.783","347170","BERDYANSK"
"47.267","39.817","347300","ROSTOV-NA-DONU"
"47.25","39.817","347310","ROSTOV-NA-DONU"
"46.55","41.05","347470","CELINA"
"46.567","43.667","347590","REMONTNOE"
"46.6","49.267","347980","GANJUSHKINO"
"46.033","38.15","348240","PRIMORSKO-AHTARSK"
"45.85","40.083","348380","TIHORECK"
"45.917","43.35","348580","DIVNOE"
"46.367","44.333","348610","ELISTA"
"46.183","45.35","348660","JASKUL"
"46.283","48.05","348800","ASTRAHAN"
"45.033","39.15","349290","KRASNODAR"
"45.117","42.083","349490","STAVROPOL"
"45.35","42.85","349540","SVETLOGRAD"
"52.217","57.4","350260","ZILAIR"
"51.867","58.183","350370","AKJAR"
"52.3","61.317","350420","ZABELOVKA"
"52.467","64.667","350530","KUSMURUN"
"51.883","66.333","350670","ESIL"
"51.817","68.367","350780","ATBASAR"
"52","70.95","350850","AKKOL"
"51.25","51.283","351080","URALSK"
"51.683","55.1","351210","ORENBURG"
"51.267","67.233","351660","KAZGORODOK"
"51.617","69.8","351730","ZHALTYR"
"51.133","71.367","351880","ASTANA"
"51.633","73.167","351910","JERMENTAU"
"50.25","52.567","352170","DZHAMBEJTY"
"50.283","57.15","352290","AKTOBE"
"50.2","51.167","353020","CHAPAEVO"
"50.133","55.7","353210","NOVOALEKSJEVKA"
"49.983","61.483","353450","TAMABULAK"
"50.133","65.233","353610","AMANGELDY"
"50.217","66.833","353630","ARKALYK"
"49.883","69.517","353760","BERLIK"
"49.95","71.583","353860","KAZGORODOK"
"49.8","73.15","353940","KARAGANDA"
"53.2","63.55","353941","KOSTANAY"
"46.283","48","353942","ASTRAKHAN"
"53.617","142.95","353943","OKHA"
"66.067","76.467","353944","NOVYI URENGOI"
"40.15","44.4","353946","ZVARTNOTS"
"49.05","51.867","354060","TAIPAK"
"49.067","54.683","354160","UIL"
"49.15","57.117","354260","TEMIR"
"48.817","64.617","354590","BISARY"
"48.85","72.867","354970","ZHARYK"
"48.217","57.117","355290","KOZASAJ"
"48.633","58.5","355320","MUGODZARSKAJA"
"48.617","61.267","355420","IRGIZ"
"48.25","62","355490","TAUP"
"48.3","69.65","355760","KZYLZAR"
"48.7","71.633","355820","ATASU"
"47.667","51.583","356050","MAHAMBET"
"47.85","59.617","356330","CELKAR"
"47.8","67.717","356710","ZHEZKAZGAN"
"47.45","74.817","356990","BEKTAUATA"
"47.117","51.917","357000","ATYRAU"
"46.75","50.2","357070","ZABURUNYE/ISATAY"
"46.633","57.333","357290","AK-TUMSUK"
"46.717","59.167","357390","AYAK-KUM"
